title,genres,types,cast,director
The Fast and the Furious: Tokyo Drift,"['Action', 'Crime', 'Drama', 'Thriller']",Action Crime Drama Thriller carrace carjourney carmechanic auto cargarage auto-tuning drifting car automobileracing,"['Lucas Black', 'Nathalie Kelley', 'Sung Kang', 'Shad Moss', 'Brian Tee', 'Leonardo Nam', 'Brian Goodman', 'Zachery Ty Bryan', 'Nikki Griffin', 'Jason Tobin', 'Keiko Kitagawa', 'Lynda Boyd', 'Sonny Chiba', 'Vin Diesel', 'Damien Marzett', 'Trula M. Marcus', 'Brandon Brendel', 'Daniel Booko', 'David V. Thomas', 'Amber Stevens', 'Ashika Gogna', 'Christian Salazar', 'Kevin Caira', 'Julius Trey Sanford', 'Danny Ray McDonald II', 'Vincent Laresca', 'Joseph Crumpton', 'Yoko Maki', 'Rie Shibata', 'Toshi Hayama', 'Atley Siauw', 'Kazuki Namioka', 'Hiroshi Hatayama', 'Kaila Yu', 'Aiko Tanaka', 'Satoshi Tsumabuki', 'Konishiki', 'Caroline de Souza Correa', 'Silvia Šuvadová', 'Keiichi Tsuchiya', 'Kazutoshi Wadakura', 'Jimmy Lin', 'Verena Mei', 'Mari Jaramillo', 'Shôko Nakagawa', 'Mikiko Yano', 'Wendy Watanabe', 'Tina Tsunoda', 'Koji Kataoka', 'Tak Kubota', 'Stuart Yee', 'Mitsuki Koga', 'Hidesuke Motoki', 'Britten Kelley', 'Kevin Ryan', 'Alden Ray']",Justin Lin
Arthur Christmas,"['Drama', 'Animation', 'Family', 'Comedy']",Drama Animation Family Comedy holiday santaclaus duringcreditsstinger womandirector christmas,"['James McAvoy', 'Hugh Laurie', 'Bill Nighy', 'Jim Broadbent', 'Imelda Staunton', 'Ashley Jensen', 'Marc Wootton', 'Laura Linney', 'Eva Longoria', 'Ramona Marquez', 'Michael Palin', 'Dominic West', 'Joan Cusack', 'Sanjeev Bhaskar', 'Robbie Coltrane', 'Rhys Darby', 'Jane Horrocks', 'Iain McKee', 'Andy Serkis', 'Peter Baynham', 'Stewart Lee', 'Kevin Eldon', 'Danny John-Jules', 'Bronagh Gallagher', 'Rich Fulcher', 'Cody Cameron', 'Kevin Cecil', 'Emma Kennedy', 'Sarah Smith', 'Pete Jack', 'Seamus Malone', 'Kris Pearn', 'Alan Short', 'Adam Tandy', 'Seeta Indrani', 'Finlay Duff', 'Ryan Patrick Donahoe', 'Rich Hall', 'Clint Dyer', 'Donnie Long', 'Jerry Lambert', 'David Schneider', 'Deborah Findlay', 'Ian Ashpitel', 'Julia Davis', 'Kerry Shale', 'Tamsin Greig', 'Alistair McGowan']",Barry Cook
Meet Joe Black,"['Fantasy', 'Drama', 'Mystery']",Fantasy Drama Mystery lifeanddeath loveatfirstsight brokenengagement fireworks religionandsupernatural teenagecrush fate doctor millionaire,"['Brad Pitt', 'Anthony Hopkins', 'Claire Forlani', 'Jeffrey Tambor', 'Marcia Gay Harden', 'Jake Weber', 'David S. Howard', 'Lois Kelly-Miller', 'Jahnni St. John', 'Richard Clarke', 'June Squibb']",Martin Brest
Collateral Damage,"['Action', 'Thriller', 'Drama']",Action Thriller Drama terrorist fbi colombia firemen revenge explosion carexplosion bombattack,"['Arnold Schwarzenegger', 'Francesca Neri', 'Elias Koteas', 'Cliff Curtis', 'John Turturro', 'John Leguizamo', 'Jane Lynch', 'Harry Lennix', 'Lindsay Frost', 'Tyler Posey', 'Rick Worthy', 'Madison Mason', 'Miguel Sandoval', 'Michael Cavanaugh', 'Nicholas Pryor', 'Rodrigo Obregón', 'J. Kenneth Campbell', 'Michael Milhoan', 'Jorge Zepeda', 'Ethan Dampf', 'Jsu Garcia']",Andrew Davis
All That Jazz,"['Drama', 'Music']",Drama Music showbusiness filmmaking tapdancing movieinmovie divorce tvshowinfilm stand-upcomedian broadway rainstorm surgery dreamsequence editing semiautobiographical restroom screeningroom amphetamine prescriptiondrugabuse,"['Roy Scheider', 'Jessica Lange', 'Leland Palmer', 'Ann Reinking', 'Ben Vereen', 'Cliff Gorman', 'Erzsebet Foldi', 'Michael Tolan', 'Max Wright', 'William LeMassena', 'Irene Kane', 'Deborah Geffner', 'Kathryn Doby', 'Anthony Holland', 'Robert Hitt', 'David Margulies', 'Sue Paul', 'Keith Gordon', 'Frankie Man', 'Alan Heim', 'John Lithgow', 'Sandahl Bergman', 'CCH Pounder', 'Wallace Shawn']",Bob Fosse
Mirror Mirror,"['Adventure', 'Fantasy', 'Drama', 'Comedy', 'Science Fiction', 'Family']",Adventure Fantasy Drama Comedy ScienceFiction Family attemptedmurder fairytale blackmagic cockroach villainess goodvsevil womanfightsman insecurity mirror snowkingdom snowwhite evilqueen enchantress gala financialproblem pendant halfnakedman returningmoney evilplot duringcreditsstinger,"['Julia Roberts', 'Lily Collins', 'Armie Hammer', 'Nathan Lane', 'Martin Klebba', 'Jordan Prentice', 'Mark Povinelli', 'Joe Gnoffo', 'Danny Woodburn', 'Sebastian Saraceno', 'Ronald Lee Clark', 'Robert Emms', 'Mare Winningham', 'Michael Lerner', 'Sean Bean', 'Bonnie Bentley', 'Arthur Holden', 'Kwasi Songui', 'Eric Davis', 'Kathleen Fee', 'Nadia Verrucci', 'Dawn Ford', 'Alex Ivanovici', 'Richard Jutras', 'Mélodie Simard', 'Kimberly-Sue Murray', 'Lisa Roberts Gillan', 'Adam Butcher', 'André Lanthier', 'Lisa Noto', 'William Calvert', 'Nicholas Guest', 'Frank Welker']",Tarsem Singh
Scott Pilgrim vs. the World,"['Action', 'Adventure', 'Comedy']",Action Adventure Comedy whipping hipster underagegirlfriend animatedflashback character'spointofviewcamerashot unconsciousness girlfight vegan aftercreditsstinger,"['Michael Cera', 'Mary Elizabeth Winstead', 'Kieran Culkin', 'Chris Evans', 'Anna Kendrick', 'Alison Pill', 'Brandon Routh', 'Jason Schwartzman', 'Ellen Wong', 'Satya Bhabha', 'Mae Whitman', 'Johnny Simmons', 'Brie Larson', 'Mark Webber', 'Erik Knudsen', 'Aubrey Plaza', 'Nelson Franklin', 'Jean Yoon', 'Kristina Pesic', 'Abigail Chu', 'Ben Lewis', 'Ingrid Haas', 'Chantelle Chung', 'Emily Kassie', 'John Patrick Amedori', 'Marlee Otto', 'Will Seatle Bowes', 'Thomas Jane', 'Clifton Collins Jr', 'Bill Hader']",Edgar Wright
The Core,"['Action', 'Thriller', 'Adventure', 'Science Fiction']",Action Thriller Adventure ScienceFiction magneticfield centeroftheearth disasterfilm,"['Aaron Eckhart', 'Hilary Swank', 'Delroy Lindo', 'Stanley Tucci', 'Tchéky Karyo', 'DJ Qualls', 'Richard Jenkins', 'Bruce Greenwood', 'Christopher Shyer', 'Ray Galletti', 'Eileen Pedde', 'Rekha Sharma', 'Tom Scholte', 'Glenn Morshower', 'Anthony Harrison', 'Alfre Woodard', 'Fred Keating', 'Bart Anderson', 'Nicole Leroux', 'Justin Callan', 'Chris Humphreys', 'Dion Johnstone', 'Fred Ewanuick', 'Hrothgar Mathews', 'Ming-Tzong Hong', 'Jennifer Spence', 'Michael St. John Smith', 'John Shaw', 'Nickolas Baric', 'Rosa Di Brigida', 'Roberto Roberto', 'Ermanno De Biagi', 'Marcello Laurentis', 'Matt Winston', 'Claire Riley', 'Marke Driesschen', 'Laurie Murdoch', 'Costa Spanos', 'Monique Martel', 'Lenie Scoffié', 'Nathaniel DeVeaux', 'Robert Manitopyes', 'Alejandro Abellan', 'Benjamin Barton', 'Angelica Hayden', 'Robert Paul Lewis', 'Alec Medlock', 'Alonso Oyarzun', 'Priscilla Poland', 'Shawn Green', 'Greg Bennett', 'Jeffrey Gold', 'Rick Kain', 'Pamela Martin']",Jon Amiel
Nutty Professor II: The Klumps,"['Fantasy', 'Comedy', 'Romance', 'Science Fiction']",Fantasy Comedy Romance ScienceFiction alterego madscientist family dean duringcreditsstinger researchlaboratory,"['Eddie Murphy', 'Janet Jackson', 'Larry Miller', 'John Ales', 'Richard Gant', 'Anna Maria Horsford', 'Melinda McGraw', 'Jamal Mixon', 'Gabriel Williams', 'Chris Elliott', 'Duffy Taylor', 'Earl Boen', 'Nikki Cox', 'Sylvester Jenkins', 'Wanda Sykes', 'Charles Walker', 'Enya Flack', 'Freda Payne', 'Harry S. Murphy']",Peter Segal
Scooby-Doo,"['Mystery', 'Adventure', 'Comedy']",Mystery Adventure Comedy amateurdetective voodoo resort crimesolving,"['Freddie Prinze Jr.', 'Sarah Michelle Gellar', 'Matthew Lillard', 'Linda Cardellini', 'Rowan Atkinson', 'Neil Fanning', 'Scott Innes', 'Isla Fisher', 'Pamela Anderson', 'Mark McGrath', 'Miguel A. Núñez, Jr.']",Raja Gosnell
Dredd,"['Action', 'Science Fiction']",Action ScienceFiction usa corruption crimefighter judge metropolis law post-apocalyptic dystopia executivecase police futuristic basedoncomicbook gore survival gunfight gangster extremeviolence psychic violence criminal justice druglord basedongraphicnovel dystopicfuture darkhumor expertmarksman rookie dredd 2000ad,"['Karl Urban', 'Olivia Thirlby', 'Lena Headey', 'Wood Harris', 'Jason Cope', 'Domhnall Gleeson', 'Rakie Ayola', 'Deobia Oparei', 'Langley Kirkwood', 'Warrick Grier', 'Scott Sparrow', 'Porteus Xandau', 'Joe Vaz', 'Nicole Bailey', 'Karl Thaning']",Pete Travis
Click,"['Comedy', 'Drama', 'Fantasy', 'Romance']",Comedy Drama Fantasy Romance regret workaholic heartattack architect dyinganddeath timetravel remotecontrol children liposuction hospital wedding dog secondchance alternatereality fatherhood obese,"['Adam Sandler', 'Kate Beckinsale', 'Christopher Walken', 'David Hasselhoff', 'Henry Winkler', 'Julie Kavner', 'Sean Astin', 'Joseph Castanon', 'Jonah Hill', 'Jake Hoffman', 'Tatum McCann', 'Lorraine Nicholson', 'Katie Cassidy', 'Cameron Monaghan', 'Jennifer Coolidge', 'Rob Schneider', 'Elizabeth DeCicco', 'Nick Swardson', 'Terry Crews', 'Rachel Dratch', 'Jenae Altschwager', 'James Earl Jones', 'Jason Sandler', 'Billy Slaughter']",Frank Coraci
Creepshow,"['Horror', 'Comedy', 'Fantasy']",Horror Comedy Fantasy monster halloween meteor buriedalive cockroach anthology basedoncomicbook gore animatedsequence zombie livingdead,"['Hal Holbrook', 'Adrienne Barbeau', 'Fritz Weaver', 'Leslie Nielsen', 'Carrie Nye', 'E.G. Marshall', 'Viveca Lindfors', 'Ed Harris', 'Ted Danson', 'Stephen King', 'Warner Shook', 'Gaylen Ross', 'Jon Lormer', ""Bingo O'Malley"", 'John Amplas', 'David Early', 'Iva Jean Saraceni', 'Christine Forrest', 'Tom Savini', 'Tom Atkins', 'Ann Muffly']",George A. Romero
Cats & Dogs 2 : The Revenge of Kitty Galore,"['Comedy', 'Family']",Comedy Family torture aftercreditsstinger duringcreditsstinger 3d,"['James Marsden', 'Nick Nolte', 'Christina Applegate', 'Bette Midler', 'Pascale Hutton', 'Katt Williams', 'Neil Patrick Harris', 'Sean Hayes', 'Wallace Shawn', 'Roger Moore', 'Joe Pantoliano', 'Michael Clarke Duncan', ""Chris O'Donnell"", 'Jack McBrayer', 'Fred Armisen', 'Kiernan Shipka', 'Paul Rodríguez', 'J.K. Simmons']",Brad Peyton
Jumper,"['Adventure', 'Fantasy', 'Science Fiction']",Adventure Fantasy ScienceFiction adolescence basedonnovel lossofchild fight chase teleportation supernaturalpowers leapintime enemy motherlylove,"['Hayden Christensen', 'Jamie Bell', 'Samuel L. Jackson', 'Rachel Bilson', 'Michael Rooker', 'Diane Lane', 'AnnaSophia Robb', 'Max Thieriot', 'Jesse James', 'Tom Hulce', 'Kristen Stewart', 'Teddy Dunn', 'Barbara Garrick', 'Michael Winther', 'Massimiliano Pazzaglia', 'Shawn Roberts', 'Nathalie Cox', 'Meredith Henderson', 'Tony Nappo', 'Clark Beasley Jr.', 'Valentino Visentini']",Doug Liman
Hellboy II: The Golden Army,"['Adventure', 'Fantasy', 'Science Fiction']",Adventure Fantasy ScienceFiction auction northernireland resignation superhero rebellion violence spear cutarm splitscreen superheroteam armrippedoff supervillain remorse selfexile vanishingfigure fathersonconflict,"['Ron Perlman', 'Selma Blair', 'Jeffrey Tambor', 'Doug Jones', 'John Hurt', 'Luke Goss', 'John Alexander', 'James Dodd', 'Seth MacFarlane', 'Anna Walton', 'Brian Steele']",Guillermo del Toro
Zodiac,"['Crime', 'Drama', 'Mystery', 'Thriller']",Crime Drama Mystery Thriller california sanfrancisco killing journalist newspaper massmurder plannedmurder embassy victim threattodeath victimofmurder code police murder serialkiller reporter,"['Jake Gyllenhaal', 'Robert Downey Jr.', 'Mark Ruffalo', 'Anthony Edwards', 'Brian Cox', 'Elias Koteas', 'Chloë Sevigny', 'John Carroll Lynch', 'Ed Setrakian', 'John Getz', 'John Terry', 'Candy Clark', 'Dermot Mulroney', 'Brett Rickaby', 'Clea DuVall', 'Donal Logue', 'June Diane Raphael', 'Jimmi Simpson', 'Charles Fleischer', 'Philip Baker Hall', 'Adam Goldberg', 'Zach Grenier', 'John Lacy', 'Bob Stephenson', 'Richmond Arquette', 'Michel Francoeur']",David Fincher
The 6th Day,['Science Fiction'],ScienceFiction clone future murder cloning lasergun dystopicfuture implantedmemory sci-fithriller,"['Arnold Schwarzenegger', 'Michael Rapaport', 'Tony Goldwyn', 'Michael Rooker', 'Sarah Wynter', 'Robert Duvall', 'Wendy Crewson', 'Taylor Anne Reid', 'Alexandra Castillo', 'Steve Bacic', 'Wanda Cannon', 'Andrew McIlroy']",Roger Spottiswoode
Bruce Almighty,"['Fantasy', 'Comedy']",Fantasy Comedy christianity moon responsability moses streetgang lovesickness journalism newlove faith prayer god carcrash,"['Jim Carrey', 'Jennifer Aniston', 'Philip Baker Hall', 'Catherine Bell', 'Lisa Ann Walter', 'Steve Carell', 'Nora Dunn', 'Paul Satterfield', 'Morgan Freeman', 'Eddie Jemison', 'Don Dowe']",Tom Shadyac
The Expendables,"['Thriller', 'Adventure', 'Action']",Thriller Adventure Action tattoo martialarts sniper island mercenary bridge rescue escape church drug blade ensemblecast duringcreditsstinger,"['Sylvester Stallone', 'Jason Statham', 'Dolph Lundgren', 'Eric Roberts', 'Randy Couture', 'Steve Austin', 'David Zayas', 'Giselle Itié', 'Terry Crews', 'Mickey Rourke', 'Bruce Willis', 'Arnold Schwarzenegger', 'Charisma Carpenter', 'Amin Joseph', 'Senyo Amoaku', 'Hank Amos', 'Antonio Rodrigo Nogueira', 'Sassa Nacimento', 'R.A. Rondell', 'Tze Yep', 'Gary Daniels', 'Jet Li']",Sylvester Stallone
Mission: Impossible,"['Adventure', 'Action', 'Thriller']",Adventure Action Thriller paris londonengland spy cia terrorist secretidentity undercover armsdeal headquarter secretbase secretmission prague embassy secretagent tgv computer mission basedontvseries espionage agent,"['Tom Cruise', 'Jon Voight', 'Emmanuelle Béart', 'Henry Czerny', 'Jean Reno', 'Ving Rhames', 'Kristin Scott Thomas', 'Vanessa Redgrave', 'Dale Dye', 'Marcel Iureș', 'Ion Caramitru', 'Ingeborga Dapkunaite', 'Valentina Yakunina', 'Marek Vašut', 'Nathan Osgood', 'Emilio Estevez', 'Michael Rogers', 'Keith Campbell', 'John McLaughlin', 'Karel Dobrý', 'Andreas Wisniewski', 'Ricco Ross', 'Mark Houghton', 'Annabel Mullion', 'Garrick Hagon', 'Olegar Fedoro', 'David Schneider', 'Helen Lindsay', 'John Knoll', 'Rolf Saxon']",Brian De Palma
The Hunger Games,"['Science Fiction', 'Adventure', 'Fantasy']",ScienceFiction Adventure Fantasy hallucination dystopia femaleprotagonist bowandarrow knifethrowing knifefight game archery blindness glamour roastedpig sponsor chariot fictionaltvshow mineexplosion basedonyoungadultnovel,"['Jennifer Lawrence', 'Josh Hutcherson', 'Liam Hemsworth', 'Woody Harrelson', 'Elizabeth Banks', 'Lenny Kravitz', 'Stanley Tucci', 'Donald Sutherland', 'Wes Bentley', 'Toby Jones', 'Alexander Ludwig', 'Isabelle Fuhrman', 'Amandla Stenberg', 'Willow Shields', 'Sandra Ellis Lafferty', 'Paula Malcomson', 'Rhoda Griffis', 'Raiko Bowman', 'Dwayne Boyd', 'Anthony Reynolds', 'Judd Lormand', 'Nelson Ascencio', 'Bruce Bundy', 'Latarsha Rose', 'Dayo Okeniyi', 'Leven Rambin', 'Jack Quaid', 'Jacqueline Emerson', 'Ian Nelson', 'Kalia Prescott', 'Ethan Jamieson', 'Mackenzie Lintz', 'Annie Thurman', 'Imanol Yepez-Frias', 'Dakota Hood', 'Amber Chaney', 'Karan Kendrick', 'Phillip Troy Linger', 'Kimiko Gelman', 'Kate Kneeland', 'Steve Coulter', 'Sharon Conley', 'Tim Taylor', 'John William Ross', 'Julie Ivey', 'Bill Bennett', 'Jeremy Bonham', 'Mary Fox']",Gary Ross
The Hangover Part II,['Comedy'],Comedy sunglasses interpol undercovercop hangover duringcreditsstinger,"['Bradley Cooper', 'Ed Helms', 'Zach Galifianakis', 'Justin Bartha', 'Ken Jeong', 'Paul Giamatti', 'Mike Tyson', 'Jeffrey Tambor', 'Mason Lee', 'Jamie Chung', 'Sasha Barrese', 'Gillian Vigman', 'Aroon Seeboonruang', 'Nirut Sirichanya', 'Yasmin Lee', 'Nick Cassavetes', 'Sondra Currie', 'Bryan Callen', 'Brody Stevens', 'Michael Berry Jr.', 'Andrew Howard', 'Penpak Sirikul', 'Crystal the Monkey', 'Manel Soler']",Todd Phillips
Batman Returns,"['Action', 'Fantasy']",Action Fantasy holiday corruption doublelife dccomics crimefighter hallucination christmastree gothamcity vigilante superhero violence darkhero fictionalcity supervillain superpowers deformed birdcage evilcircus christmasholiday,"['Michael Keaton', 'Danny DeVito', 'Michelle Pfeiffer', 'Christopher Walken', 'Michael Gough', 'Pat Hingle', 'Vincent Schiavelli', 'Michael Murphy', 'Cristi Conaway', 'Paul Reubens', 'Diane Salinger']",Tim Burton
Over the Hedge,"['Comedy', 'Animation', 'Family']",Comedy Animation Family squirrel eatinganddrinking vororte garden grizzlybear entrapment suburbianidyll garbage forest turtle hidinginagarbagecontainer skunk racoon animal,"['Bruce Willis', 'Garry Shandling', 'Steve Carell', 'Wanda Sykes', 'William Shatner', 'Nick Nolte', 'Thomas Haden Church', 'Allison Janney', 'Eugene Levy', ""Catherine O'Hara"", 'Avril Lavigne', 'Omid Djalili', 'Sami Kirkpatrick', 'Shane Baumel', 'Madison Davenport', 'Ariel Winter', 'Jessie Flower']",Karey Kirkpatrick
Lilo & Stitch,"['Animation', 'Family']",Animation Family sistersisterrelationship extraterrestrialtechnology hawaii adoption mutation alienlife-form alienphenomenons animation dog deadparents,"['Chris Sanders', 'Daveigh Chase', 'Tia Carrere', 'David Ogden Stiers', 'Kevin McDonald', 'Ving Rhames', 'Kevin Michael Richardson', 'Jason Scott Lee', 'Zoe Caldwell', 'Amy Hill', 'Susan Hegarty']",Chris Sanders
Charlotte's Web,"['Comedy', 'Family', 'Fantasy']",Comedy Family Fantasy hero barn spider pig egg friendship spring uncle friends rescue survival talkinganimal grass family desk raincoat talkingpig,"['Julia Roberts', 'Steve Buscemi', 'John Cleese', 'Oprah Winfrey', 'Cedric the Entertainer', 'Reba McEntire', 'Kathy Bates', 'Robert Redford', 'Thomas Haden Church', 'André Benjamin', 'Dominic Scott Kay', 'Sam Shepard', 'Abraham Benrubi', 'Dakota Fanning', 'Kevin Anderson', 'Essie Davis', 'Siobhan Fallon', 'Louis Corbett', 'Robyn Arthur', ""Julian O'Donnell"", 'Gary Basaraba', 'Nate Mooney', 'Nicholas Bell', 'Beau Bridges', 'Teague Rook', 'Julia Zemiro', 'Denise Kirby', 'Robert Plazek', 'Joseph Lotesto', 'Michael Roland', 'Don Bridges', 'Ian Watkin', 'Joel McCrary', 'Brian Stepanek', 'Fred Tatasciore', 'Bradley White', 'Maia Kirkpatrick', 'Jennessa Rose', 'Briana Hodge', 'Dale Azzopardi', 'Geoff Burgess', 'Ella Scott Lynch', 'Greg Marian', 'Stefano Mazzeo', 'Elizabeth Saunders']",Gary Winick
Deep Impact,"['Action', 'Drama', 'Romance']",Action Drama Romance usapresident nasa metereologist spacemission comet naturaldisaster tsunami astronomer astronaut womandirector disastermovie,"['Robert Duvall', 'Téa Leoni', 'Elijah Wood', 'Vanessa Redgrave', 'Morgan Freeman', 'Maximilian Schell', 'Leelee Sobieski', 'James Cromwell', 'Jon Favreau', 'Laura Innes', 'Mary McCormack', 'Richard Schiff', 'Blair Underwood', 'Charles Martin Smith', 'Una Damon', 'Dougray Scott', 'Derek de Lint', 'Suzy Nakamura', 'Alimi Ballard', 'W. Earl Brown', 'Denise Crosby', 'Jason Dohring', 'Tucker Smallwood', ""Mike O'Malley"", 'Kurtwood Smith', 'Ron Eldard']",Mimi Leder
RED 2,"['Action', 'Comedy', 'Crime', 'Thriller']",Action Comedy Crime Thriller paris londonengland cia russia mi6 hiredkiller explodingairplane,"['Bruce Willis', 'Catherine Zeta-Jones', 'Anthony Hopkins', 'Helen Mirren', 'John Malkovich', 'Mary-Louise Parker', 'David Thewlis', 'Neal McDonough', 'Lee Byung-hun', 'Neve Gachev', 'Lee Asquith-Coe', 'George Georgiou', 'Paul Hopkins', 'Garrick Hagon', 'Brian Cox', 'Tim Pigott-Smith', 'Bentley Kalu', 'Mitchell Mullen', 'Michael Vardian', 'Jong Kun Lee', 'Martin Sims', 'Tristan D. Lalla', 'Khalid Laith', 'Tom Wu', 'Emilio Doorgasingh', 'David Papava', 'Dan Jeannotte', 'Aleksandar Mikić', 'Vincent Hoss-Desmarais', 'Nathalie Buscombe', 'Tony Pritchard', 'Kirris Riviere', 'Wahab Sheikh', 'Steven Berkoff', 'Vlasta Vrána', 'Robert Davide', 'Adam Shaw', 'Tom Hodgkins', 'Emma Heming', 'Moe Jeudy-Lamour', 'Penny Bunton', 'Nathan Wiley', 'Eric Davis', 'Andrew Byron', 'Alexandre Gorchkov', 'Michael Hearn', 'Sandra Lavoie', 'Rebecca Croll', 'Georg Nikoloff', 'Bianca Bellange', 'Kevin Woodhouse', 'Terry Maguire', 'Xavier Laurent', 'Sherif Eltayeb', 'Alan Grice', 'Thomas Thoroe', 'Yo Santhaveesuk', 'Waj Ali', 'Tony Smith', 'James Jaysen Bryhan', 'Philip Arditti']",Dean Parisot
The Longest Yard,"['Comedy', 'Drama']",Comedy Drama prison americanfootball prisoner blackmail supervisor sport,"['Adam Sandler', 'Chris Rock', 'Burt Reynolds', 'Michael Irvin', 'Nelly', 'Bill Goldberg', 'Terry Crews', 'Bob Sapp', 'Nicholas Turturro', 'Dalip Singh Rana', 'Lobo Sebastian', 'Steve Reevis', 'Tracy Morgan', 'William Fichtner', 'Bill Romanowski', 'Kevin Nash', 'Steve Austin', 'Brian Bosworth', 'Michael Papajohn', 'Conrad Goode', 'Brandon Molale', 'James Cromwell', 'Cloris Leachman', 'Rob Schneider', 'Jason Williams', 'Chris Berman', 'Jim Rome', 'Dan Patrick', 'Ed Lauter', 'Big Boy', 'Courteney Cox', 'Sean Salisbury']",Peter Segal
Alvin and the Chipmunks: Chipwrecked,"['Comedy', 'Fantasy', 'Family', 'Music', 'Animation']",Comedy Fantasy Family Music Animation sequel chipmunk cruiseship overboard,"['Jason Lee', 'David Cross', 'Jenny Slate', 'Andy Buckley', 'Justin Long', 'Matthew Gray Gubler', 'Jesse McCartney', 'Christina Applegate', 'Amy Poehler', 'Anna Faris', 'Alan Tudyk']",Mike Mitchell
